DR_NO,Date Rptd,DATE OCC,DATE OCC,month,day,year,weeknum,dayofweek,month_text,week_text,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200816840,11/25/2020 0:00,11/20/2020 0:00,44155,11,20,2020,47,6,November,Friday,1800,8,West LA,841,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385 0344 0346,38,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,,1400    BROCKTON                     AV,,34.0427,-118.4624
200813482,8/29/2020 0:00,8/28/2020 0:00,44071,8,28,2020,35,6,August,Friday,1827,8,West LA,841,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AO,Adult Other,510,,,,1400    BROCKTON                     AV,,34.0427,-118.4624
200809925,5/7/2020 0:00,5/7/2020 0:00,43958,5,7,2020,19,5,May,Thursday,1500,8,West LA,832,2,354,THEFT OF IDENTITY,1822 0100 0930,85,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,11800    DOROTHY                      ST,,34.052,-118.4667
200812935,8/13/2020 0:00,8/12/2020 0:00,44055,8,12,2020,33,4,August,Wednesday,1800,8,West LA,835,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1606 0352,43,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,1900    WESTWOOD                     BL,,34.047,-118.4344
200815613,10/23/2020 0:00,10/22/2020 0:00,44126,10,22,2020,43,5,October,Thursday,1730,8,West LA,852,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0346 0358 0385,31,M,O,101,STREET,,,AO,Adult Other,331,,,,IOWA                         AV,WESTGATE                     AV,34.0397,-118.4569
200808103,4/5/2020 0:00,4/2/2020 0:00,43923,4,2,2020,14,5,April,Thursday,1935,8,West LA,898,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385 0344 0346,32,F,F,203,OTHER BUSINESS,,,IC,Invest Cont,331,,,,2900 S  ROBERTSON                    BL,,34.0349,-118.3893
200817047,12/1/2020 0:00,11/20/2020 0:00,44155,11,20,2020,47,6,November,Friday,1145,8,West LA,858,2,624,BATTERY - SIMPLE ASSAULT,0400 0448 0913,62,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1600 S  CREST                        DR,,34.0496,-118.3875
200811173,6/26/2020 0:00,6/26/2020 0:00,44008,6,26,2020,26,6,June,Friday,1230,8,West LA,811,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606 1822,31,M,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,500    LOS LIONES                   DR,,34.046,-118.5593
200810760,6/17/2020 0:00,6/1/2020 0:00,43983,6,1,2020,23,2,June,Monday,1200,8,West LA,884,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0385 1202,63,F,W,101,STREET,,,IC,Invest Cont,331,,,,2200    SELBY                        AV,,34.0455,-118.4291
200816338,11/11/2020 0:00,11/11/2020 0:00,44146,11,11,2020,46,4,November,Wednesday,2205,8,West LA,899,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0913 1813,0,M,H,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,8600    VENICE                       BL,,34.0336,-118.3807
200810352,6/7/2020 0:00,5/30/2020 0:00,43981,5,30,2020,22,7,May,Saturday,2000,8,West LA,816,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344 1822,23,F,H,101,STREET,,,IC,Invest Cont,331,,,,600    VETERAN                      AV,,34.0668,-118.4547
200813077,8/18/2020 0:00,8/6/2020 0:00,44049,8,6,2020,32,5,August,Thursday,1900,8,West LA,829,2,901,VIOLATION OF RESTRAINING ORDER,1501,55,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,1500    WOODRUFF                     AV,,34.0604,-118.4263
200812873,8/11/2020 0:00,8/10/2020 0:00,44053,8,10,2020,33,2,August,Monday,1700,8,West LA,842,1,330,BURGLARY FROM VEHICLE,1307 0344 0346,29,M,W,101,STREET,,,IC,Invest Cont,330,,,,1400 S  WESTGATE                     AV,,34.0431,-118.4599
200810116,6/1/2020 0:00,5/31/2020 0:00,43982,5,31,2020,23,1,May,Sunday,1630,8,West LA,817,1,310,BURGLARY,1420 1822 0325 1609 0358,0,X,X,403,DRUG STORE,,,IC,Invest Cont,310,,,,1000    WESTWOOD                     BL,,34.0626,-118.4454
200816649,11/19/2020 0:00,11/18/2020 0:00,44153,11,18,2020,47,4,November,Wednesday,2100,8,West LA,857,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0352,35,F,W,101,STREET,,,IC,Invest Cont,331,,,,9200 W  PICO                         BL,,34.0553,-118.3919
200817094,12/2/2020 0:00,11/27/2020 0:00,44162,11,27,2020,48,6,November,Friday,2100,8,West LA,893,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385,37,F,W,101,STREET,,,IC,Invest Cont,331,,,,EXPOSITION                   BL,TILDEN                       AV,34.0355,-118.4321
200814858,10/4/2020 0:00,10/4/2020 0:00,44108,10,4,2020,41,1,October,Sunday,800,8,West LA,822,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0377 1606 0344 0352 1822,33,M,H,101,STREET,,,IC,Invest Cont,331,,,,PACIFIC COAST                HY,SUNSET,34.0385,-118.5556
200816451,11/14/2020 0:00,11/13/2020 0:00,44148,11,13,2020,46,6,November,Friday,200,8,West LA,833,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1609 0216 1822 1309 1420,0,X,X,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440,,,,1300    KELTON                       AV,,34.0543,-118.4435
200811000,6/22/2020 0:00,6/21/2020 0:00,44003,6,21,2020,26,1,June,Sunday,2120,8,West LA,881,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1278,22,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,BUNDY,MISSOURI,34.0353,-118.4571
200807899,4/1/2020 0:00,4/1/2020 0:00,43922,4,1,2020,14,4,April,Wednesday,1830,8,West LA,832,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,11600    MAYFIELD                     AV,,34.0534,-118.4613
200808746,4/26/2020 0:00,4/26/2020 0:00,43947,4,26,2020,18,1,April,Sunday,1444,8,West LA,859,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 0344 1309 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,8700 W  PICO                         BL,,34.0544,-118.3816
200811146,6/26/2020 0:00,6/25/2020 0:00,44007,6,25,2020,26,5,June,Thursday,1800,8,West LA,889,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,30,F,H,101,STREET,,,IC,Invest Cont,331,,,,1900 S  HOLT                         AV,,34.0412,-118.3814
200809377,5/12/2020 0:00,5/7/2020 0:00,43958,5,7,2020,19,5,May,Thursday,1850,8,West LA,811,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0346,31,M,W,101,STREET,,,IC,Invest Cont,331,,,,17400    REVELLO                      DR,,34.0415,-118.5577
200815251,10/10/2020 0:00,10/8/2020 0:00,44112,10,8,2020,41,5,October,Thursday,1200,8,West LA,898,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385 0344 0346,23,M,W,101,STREET,,,IC,Invest Cont,331,,,,2400 S  SHENANDOAH                   ST,,34.0395,-118.3849
200811205,6/28/2020 0:00,6/27/2020 0:00,44009,6,27,2020,26,7,June,Saturday,2100,8,West LA,842,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0416 0446,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1400 S  WESTGATE                     AV,,34.0431,-118.4599
200811770,7/11/2020 0:00,7/11/2020 0:00,44023,7,11,2020,28,7,July,Saturday,330,8,West LA,852,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,301,GAS STATION,,,IC,Invest Cont,745,,,,11700    SANTA MONICA                 BL,,34.0435,-118.4565
200807638,3/22/2020 0:00,3/21/2020 0:00,43911,3,21,2020,12,7,March,Saturday,2330,8,West LA,859,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,30,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,PICO                         BL,SHERBOURNE,34.054,-118.3795
220804701,11/25/2020 0:00,11/24/2020 0:00,44159,11,24,2020,48,3,November,Tuesday,1520,8,West LA,898,1,310,BURGLARY,344,-1,X,X,721,HIGH SCHOOL,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,310,,,,2400 S  SHENANDOAH                   ST,,34.0394,-118.385
200815580,10/22/2020 0:00,10/22/2020 0:00,44126,10,22,2020,43,5,October,Thursday,1300,8,West LA,811,1,310,BURGLARY,1609 0321 1202 0344 0352 1822,67,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,16900 W  SUNSET                       BL,,34.0561,-118.5512
200810460,6/10/2020 0:00,6/9/2020 0:00,43991,6,9,2020,24,3,June,Tuesday,2317,8,West LA,857,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,39,F,A,103,ALLEY,,,IC,Invest Cont,745,,,,1100 S  OAKHURST                     DR,,34.0571,-118.3907
200807554,3/21/2020 0:00,3/21/2020 0:00,43911,3,21,2020,12,7,March,Saturday,500,8,West LA,813,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0344 0352 1221 1822 0216 1420,34,M,W,101,STREET,,,IC,Invest Cont,331,,,,12100    LEVEN                        LN,,34.0644,-118.4781
200813879,9/9/2020 0:00,9/3/2020 0:00,44077,9,3,2020,36,5,September,Thursday,2200,8,West LA,855,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0346,32,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331,,,,CAMDEN                       AV,MASSACHUSETTS                AV,34.0501,-118.4439
200809618,5/19/2020 0:00,5/18/2020 0:00,43969,5,18,2020,21,2,May,Monday,800,8,West LA,841,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0385,24,M,W,101,STREET,,,IC,Invest Cont,331,,,,SALTAIR,TEXAS,34.0438,-118.4647
200815855,10/29/2020 0:00,9/23/2020 0:00,44097,9,23,2020,39,4,September,Wednesday,1200,8,West LA,834,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385 0344 0346,31,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,331,,,,10700    WILKINS                      AV,,34.0561,-118.4354
200809276,5/10/2020 0:00,5/10/2020 0:00,43961,5,10,2020,20,1,May,Sunday,930,8,West LA,802,1,330,BURGLARY FROM VEHICLE,1822 0344 1210 1612,43,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,TEMESCAL CAN                 RD,SUNSET                       BL,34.0889,-118.5325
200810910,6/20/2020 0:00,6/19/2020 0:00,44001,6,19,2020,25,6,June,Friday,1830,8,West LA,841,1,330,BURGLARY FROM VEHICLE,1822 0344 1306 1606,29,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1300 S  CARMELINA                    AV,,34.0408,-118.4685
200816372,11/12/2020 0:00,11/12/2020 0:00,44147,11,12,2020,46,5,November,Thursday,2055,8,West LA,835,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1822 2004,18,M,H,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,930,,,,1800 S  BENTLEY                      AV,,34.0462,-118.4418
200816561,11/18/2020 0:00,11/17/2020 0:00,44152,11,17,2020,47,3,November,Tuesday,1730,8,West LA,829,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0346 0358 0385,30,M,W,101,STREET,,,AO,Adult Other,331,,,,ASHTON                       AV,BEVERLY GLEN,34.0659,-118.4282
210805539,2/8/2021 0:00,12/14/2020 0:00,44179,12,14,2020,51,2,December,Monday,1342,8,West LA,852,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",0344 1501,31,F,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,951,,,,11600    SANTA MONICA                 BL,,34.0446,-118.4542
200816861,11/26/2020 0:00,10/24/2020 0:00,44128,10,24,2020,43,7,October,Saturday,2350,8,West LA,839,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",1501,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,951,,,,10200    SANTA MONICA                 BL,,34.06,-118.42
200815460,10/20/2020 0:00,10/20/2020 0:00,44124,10,20,2020,43,3,October,Tuesday,1200,8,West LA,858,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385 0344 0346,40,M,W,101,STREET,,,AO,Adult Other,331,,,,DURANGO                      AV,PICKFORD                     ST,34.0508,-118.3885
200814903,10/5/2020 0:00,10/5/2020 0:00,44109,10,5,2020,41,2,October,Monday,1215,8,West LA,883,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1606 0386,34,F,W,707,GARAGE/CARPORT,,,AO,Adult Other,331,,,,OLYMPIC,COTNER,34.0393,-118.4394
200812794,8/9/2020 0:00,8/2/2020 0:00,44045,8,2,2020,32,1,August,Sunday,1348,8,West LA,852,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0394,37,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,11700    IDAHO                        AV,,34.0425,-118.4552
200817647,12/17/2020 0:00,12/15/2020 0:00,44180,12,15,2020,51,3,December,Tuesday,2245,8,West LA,853,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0377 0344 1606 1822,24,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,1500    COLBY                        AV,,34.0451,-118.453
210805061,12/24/2020 0:00,12/23/2020 0:00,44188,12,23,2020,52,4,December,Wednesday,1200,8,West LA,823,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1202 0385,62,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,15300    DE PAUW                      ST,,34.039,-118.5262
200811934,7/16/2020 0:00,7/14/2020 0:00,44026,7,14,2020,29,3,July,Tuesday,1735,8,West LA,859,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822 1420,32,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,8500    SATURN                       ST,,34.0515,-118.3762
200810164,6/1/2020 0:00,5/30/2020 0:00,43981,5,30,2020,22,7,May,Saturday,1200,8,West LA,835,1,310,BURGLARY,1236 1822 0344 1609,0,X,X,717,HEALTH SPA/GYM,,,IC,Invest Cont,310,,,,2100    WESTWOOD                     BL,,34.0453,-118.4329
200815335,10/7/2020 0:00,4/5/2020 0:00,43926,4,5,2020,15,1,April,Sunday,830,8,West LA,882,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0432 1822,56,F,W,203,OTHER BUSINESS,,,AA,Adult Arrest,956,,,,11500 W  OLYMPIC                      BL,,34.0362,-118.4445
200810321,6/6/2020 0:00,6/3/2020 0:00,43985,6,3,2020,23,4,June,Wednesday,2200,8,West LA,893,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1606 0321 0386,26,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,2500 S  SEPULVEDA                    BL,,34.0352,-118.4341
200812621,8/4/2020 0:00,8/4/2020 0:00,44047,8,4,2020,32,3,August,Tuesday,230,8,West LA,805,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1267 1203 1602 0329 1420 0339 1607 1822 0397 0344,0,X,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,341,,,,100 N  BENTLEY                      AV,,34.0745,-118.4589
200813636,9/2/2020 0:00,9/2/2020 0:00,44076,9,2,2020,36,4,September,Wednesday,405,8,West LA,849,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0346 0358 0385,38,M,W,101,STREET,,,IC,Invest Cont,331,,,,OLYMPIC                      BL,SHERBOURNE                   DR,34.0594,-118.3793
200815849,10/29/2020 0:00,10/28/2020 0:00,44132,10,28,2020,44,4,October,Wednesday,1400,8,West LA,833,2,900,VIOLATION OF COURT ORDER,1501,81,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900,,,,1300    MIDVALE                      AV,,34.0557,-118.444
200814536,9/25/2020 0:00,9/22/2020 0:00,44096,9,22,2020,39,3,September,Tuesday,1700,8,West LA,885,2,354,THEFT OF IDENTITY,1822 0100,69,M,W,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,354,,,,3000    MANNING                      AV,,34.0354,-118.4136
210804756,1/22/2021 0:00,10/4/2020 0:00,44108,10,4,2020,41,1,October,Sunday,2015,8,West LA,898,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385,49,M,O,101,STREET,,,IC,Invest Cont,331,,,,2700    REYNIER                      AV,,34.0359,-118.3859
200810240,6/3/2020 0:00,6/2/2020 0:00,43984,6,2,2020,23,3,June,Tuesday,1645,8,West LA,811,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1813 0319 0421 2002,48,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,16100 W  SUNSET                       BL,,34.0561,-118.5512
200814504,9/24/2020 0:00,6/15/2020 0:00,43997,6,15,2020,25,2,June,Monday,5,8,West LA,824,2,354,THEFT OF IDENTITY,1822 0100 0930,57,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600    SAN LORENZO                  ST,,34.0344,-118.5094
200810621,6/14/2020 0:00,6/14/2020 0:00,43996,6,14,2020,25,1,June,Sunday,1855,8,West LA,857,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004 0325 0104 1822 2028,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,9600 W  PICO                         BL,,34.0552,-118.3979
200814006,9/12/2020 0:00,9/5/2020 0:00,44079,9,5,2020,36,7,September,Saturday,2040,8,West LA,808,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1420 1822 1609 1202 0202 0209 0216,62,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,3000    DEEP CANYON                  DR,,34.1287,-118.4302
200815436,10/19/2020 0:00,10/19/2020 0:00,44123,10,19,2020,43,2,October,Monday,2010,8,West LA,839,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",325,40,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,951,,,,10200    SANTA MONICA                 BL,,34.06,-118.42
200814813,10/3/2020 0:00,10/2/2020 0:00,44106,10,2,2020,40,6,October,Friday,2200,8,West LA,855,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1823 2034 0913 0354,56,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,440,,,,1600 S  BENTLEY                      AV,,34.0484,-118.4437
200816479,11/15/2020 0:00,11/14/2020 0:00,44149,11,14,2020,46,7,November,Saturday,2330,8,West LA,836,1,330,BURGLARY FROM VEHICLE,0344 0352 1822 0386 0321 1420 0377 0930,35,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,1800    HOLMBY                       AV,,34.0557,-118.4255
200811130,6/24/2020 0:00,6/24/2020 0:00,44006,6,24,2020,26,4,June,Wednesday,1900,8,West LA,847,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1810 0913,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,2200 S  BEVERLY GLEN                 BL,,34.05,-118.4202
200817723,12/19/2020 0:00,11/1/2020 0:00,44136,11,1,2020,45,1,November,Sunday,700,8,West LA,881,1,310,BURGLARY,1420 1402 1202 0358 1607 0321 0344 0352 1221 1822,61,F,W,221,PUBLIC STORAGE,,,AO,Adult Other,310,998,,,11800 W  OLYMPIC                      BL,,34.033,-118.4504
200808281,4/13/2020 0:00,4/10/2020 0:00,43931,4,10,2020,15,6,April,Friday,1700,8,West LA,896,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1251 0344 1606,24,F,O,108,PARKING LOT,,,IC,Invest Cont,331,,,,3300    CASTLE HEIGHTS               AV,,34.0303,-118.4013
210804126,1/4/2021 0:00,12/31/2020 0:00,44196,12,31,2020,53,5,December,Thursday,1500,8,West LA,815,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 0358 0385,82,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,,100    GREENFIELD                   AV,,34.0721,-118.456
200812013,7/18/2020 0:00,7/17/2020 0:00,44029,7,17,2020,29,6,July,Friday,1600,8,West LA,806,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1309 1606 0321 1420 0386 0344 0352 0202,52,F,W,101,STREET,,,IC,Invest Cont,420,,,,2000    STRADELLA                    RD,,34.1035,-118.4608
200817763,12/20/2020 0:00,12/20/2020 0:00,44185,12,20,2020,52,1,December,Sunday,250,8,West LA,858,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1309 0385 1602 1420 0216 0396,54,M,O,101,STREET,,,IC,Invest Cont,331,,,,1400 S  DURANGO                      AV,,34.0525,-118.3885
200809775,5/22/2020 0:00,5/22/2020 0:00,43973,5,22,2020,21,6,May,Friday,45,8,West LA,808,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606,56,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,331,,,,1800 N  BEVERLY                      DR,,34.1034,-118.4172
200811353,6/30/2020 0:00,6/28/2020 0:00,44010,6,28,2020,27,1,June,Sunday,2200,8,West LA,855,1,480,BIKE - STOLEN,0344 0346,29,M,C,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,1600    CAMDEN                       AV,,34.0487,-118.4426
200814018,9/13/2020 0:00,9/13/2020 0:00,44087,9,13,2020,38,1,September,Sunday,200,8,West LA,843,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1243 2000,20,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,SEPULVEDA                    BL,MULHOLLAND                   DR,34.126,-118.4784
200808010,4/4/2020 0:00,4/1/2020 0:00,43922,4,1,2020,14,4,April,Wednesday,1905,8,West LA,812,2,354,THEFT OF IDENTITY,0100 1202,65,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 N  KENTER                       AV,,34.0636,-118.4819
200817174,12/3/2020 0:00,12/3/2020 0:00,44168,12,3,2020,49,5,December,Thursday,1400,8,West LA,812,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1309 1420 1822 0202 0344 0394,35,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,300 N  SKYEWIAY                     RD,,34.0635,-118.4819
200810725,6/16/2020 0:00,6/16/2020 0:00,43998,6,16,2020,25,3,June,Tuesday,1845,8,West LA,836,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1402 1822 0385 1309 0202 0209,50,M,W,102,SIDEWALK,,,IC,Invest Cont,331,998,,,1800    PANDORA                      AV,,34.0568,-118.4247
200814896,10/4/2020 0:00,9/17/2020 0:00,44091,9,17,2020,38,5,September,Thursday,1025,8,West LA,849,2,354,THEFT OF IDENTITY,0100 0394,44,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000 S  WOOSTER                      ST,,34.0571,-118.3825
200813734,9/5/2020 0:00,9/5/2020 0:00,44079,9,5,2020,36,7,September,Saturday,615,8,West LA,884,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,27,F,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,2300    WESTWOOD                     BL,,34.0423,-118.4304
200813376,8/26/2020 0:00,8/23/2020 0:00,44066,8,23,2020,35,1,August,Sunday,1200,8,West LA,842,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385 0344 0346,45,F,W,101,STREET,,,IC,Invest Cont,331,,,,1200    ARMACOST                     AV,,34.0462,-118.4639
200810082,5/30/2020 0:00,5/30/2020 0:00,43981,5,30,2020,22,7,May,Saturday,2322,8,West LA,857,1,310,BURGLARY,0352 1607 1609 0321 0344 1822 1420 0209,0,X,X,201,JEWELRY STORE,,,AO,Adult Other,310,,,,9500 W  PICO                         BL,,34.0553,-118.396
200808327,4/14/2020 0:00,4/14/2020 0:00,43935,4,14,2020,16,3,April,Tuesday,2000,8,West LA,852,2,624,BATTERY - SIMPLE ASSAULT,0559 0416,33,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1700 S  BARRINGTON                   AV,,34.0414,-118.454
210805076,12/22/2020 0:00,12/19/2020 0:00,44184,12,19,2020,51,7,December,Saturday,1900,8,West LA,829,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385,28,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331,,,,10300    ASHTON                       AV,,34.0664,-118.4253
200816121,11/5/2020 0:00,11/4/2020 0:00,44139,11,4,2020,45,4,November,Wednesday,1900,8,West LA,809,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0385 1607,36,M,O,101,STREET,,,IC,Invest Cont,331,,,,9600    HEATHER                      RD,,34.1032,-118.4058
200816617,11/19/2020 0:00,11/19/2020 0:00,44154,11,19,2020,47,5,November,Thursday,1300,8,West LA,851,2,624,BATTERY - SIMPLE ASSAULT,0361 0400 0913,23,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1500    BROCKTON                     AV,,34.0375,-118.4622
